error,,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
,114.2536,,,,,,,,,,,,,,,,,,,,,,,,
,126.880714,,,,,,,,,,,,,,,,,,,,,,,,
,134.92784,,,,,,,,,,,,,,,,,,,,,,,,
,151.65703,,,,,,,,,,,,,,,,,,,,,,,,
,170.09103,,,,,,,,,,,,,,,,,,,,,,,,
,204.5476,,,,,,,,,,,,,,,,,,,,,,,,
,213.82005,,,,,,,,,,,,,,,,,,,,,,,,
,241.03119,,,,,,,,,,,,,,,,,,,,,,,,
,328.45328,,,,,,,,,,,,,,,,,,,,,,,,
,350.06018,,,,,,,,,,,,,,,,,,,,,,,,
,385.24942,,,,,,,,,,,,,,,,,,,,,,,,
,419.1351,,,,,,,,,,,,,,,,,,,,,,,,
,457.29504,,,,,,,,,,,,,,,,,,,,,,,,
,503.23218,,,,,,,,,,,,,,,,,,,,,,,,
,554.17444,,,,,,,,,,,,,,,,,,,,,,,,
,864.6298,,,,,,,,,,,,,,,,,,,,,,,,
,758.90796,,,,,,,,,,,,,,,,,,,,,,,,
,1029.5392,,,,,,,,,,,,,,,,,,,,,,,,
,965.738,,,,,,,,,,,,,,,,,,,,,,,,
,1418.3702,,,,,,,,,,,,,,,,,,,,,,,,
,1727.611,,,,,,,,,,,,,,,,,,,,,,,,
,3281.311,,,,,,,,,,,,,,,,,,,,,,,,
,3740.5908,,,,,,,,,,,,,,,,,,,,,,,,
,6415.7227,,,,,,,,,,,,,,,,,,,,,,,,
,7336.368,,,,,,,,,,,,,,,,,,,,,,,,
,6782.353,,,,,,,,,,,,,,,,,,,,,,,,
,12749.934,,,,,,,,,,,,,,,,,,,,,,,,
,12439.561,,,,,,,,,,,,,,,,,,,,,,,,
,14602.724,,,,,,,,,,,,,,,,,,,,,,,,
,12959.969,,,,,,,,,,,,,,,,,,,,,,,,
,16030.387,,,,,,,,,,,,,,,,,,,,,,,,
,13285.848,,,,,,,,,,,,,,,,,,,,,,,,
,20714.596,,,,,,,,,,,,,,,,,,,,,,,,
,24026.361,,,,,,,,,,,,,,,,,,,,,,,,
,29453.568,,,,,,,,,,,,,,,,,,,,,,,,
,27288.326,,,,,,,,,,,,,,,,,,,,,,,,
,43723.656,,,,,,,,,,,,,,,,,,,,,,,,
,33499.09,,,,,,,,,,,,,,,,,,,,,,,,
,43865.426,,,,,,,,,,,,,,,,,,,,,,,,
,39033.75,,,,,,,,,,,,,,,,,,,,,,,,
,60551.766,,,,,,,,,,,,,,,,,,,,,,,,
,60404.36,,,,,,,,,,,,,,,,,,,,,,,,
,45405.746,,,,,,,,,,,,,,,,,,,,,,,,
,58969.56,,,,,,,,,,,,,,,,,,,,,,,,
,55361.13,,,,,,,,,,,,,,,,,,,,,,,,
,52480.586,,,,,,,,,,,,,,,,,,,,,,,,
,57643.285,,,,,,,,,,,,,,,,,,,,,,,,
,53866.184,,,,,,,,,,,,,,,,,,,,,,,,
,41201.76,,,,,,,,,,,,,,,,,,,,,,,,
,60548.383,,,,,,,,,,,,,,,,,,,,,,,,
